Vin,Vout,PSRR,Iload|max,Iload|min,Cload,Iquiescent,Transient Duration,LDO Type,Wpass,Wdiff,Wload,gm_id,fp1_sim,phase_margin,loopgain,Iq_sim,Power,l1,l2,STATUS,RETRIES_USED
2.7269097891024767,0.9269097891024763,49.89507376123943,41.86123869882345,6.001331866482712,0.0053626722165972,85.15269651401623,1.0,Internal,,,,,,,,,,,,FAILED,1
1.3967619577394277,1.1967619577394275,53.7316007898625,14.7295881793871,2.209306933091574,4.316400719703577,11.54333386165251,0.5,External,,,,,,,,,,,,FAILED,1
2.8272156555643475,1.0272156555643477,62.62131556335392,53.82681868965133,3.834817156854586,2.015084391409387,85.71775163497317,1.0,External,1453.9330000351933,0.45438631210353236,1.157674471804414,4.521541950113379,223.8721138568335,62.80181128224993,63.24495366182575,41.4,117.04672814036398,0.18,0.18,OK,0
1.3093414095483225,1.1093414095483225,30.411429293753912,48.96173814052079,1.5998661741523672,0.0090839901151861,38.16889427624092,2.0,Internal,6932.825043285473,0.8499808047816108,2.702296488672246,10.244897959183673,446.68359215096194,75.78190411037808,52.006871647072366,19.3,25.270289204282623,0.18,0.18,OK,0
1.3037946619898009,1.103794661989801,47.7747157877325,25.89666440819185,5.645121257822381,0.0039948734380211,34.90029479611737,0.5,Internal,10601.037570103363,4.273134401198924,7.143378207123234,15.877551020408163,3548.1338923357403,46.726957807235394,59.24718213342261,17.5,22.816406584821515,0.36,0.18,OK,0
1.394223212925954,0.994223212925954,65.58406273530215,23.121085052051264,3.7760797832982615,3.052901314299611,26.60815456629797,2.0,External,,,,,,,,,,,,FAILED,1
2.82269595112015,1.0226959511201503,54.90306059103063,76.42420255066686,1.0703699519756595,1.4132574872217691,43.785569858605584,1.0,External,821.3308421651797,0.11675994838999297,0.23528174168915178,2.3900226757369616,398.10717055349625,46.17855890942667,61.474854072018246,21.0,59.27661497352315,0.18,0.18,OK,0
1.3851325407645032,1.1851325407645033,47.62499056645211,32.670953861087334,8.401271624311875,0.0059165119431125,29.659442048981237,2.0,Internal,12059.682657590536,3.3070829152726597,5.47402840505873,15.387755102040817,3162.2776601683668,45.8443123775265,58.41985269894816,15.0,20.77698811146755,0.36,0.18,OK,0
2.811333499132976,1.0113334991329763,67.98177919921187,73.6984359058046,1.1164058052919064,0.2131883997788109,56.48612163621171,2.0,External,185903.51147331973,13.303420353101416,71.2428169785198,21.14739229024943,177.82794100389194,46.208097206572255,71.12360245769777,28.099999999999998,78.99847132563663,0.18,0.18,OK,0
1.2328974615968955,1.0328974615968955,45.780097691213896,19.85968513220124,5.820684875625087,0.0022339286926689,58.46283789964354,2.0,Internal,6625.395721702671,5.9439593637629775,9.7519027497281,14.89795918367347,7079.457843841347,50.490812960955076,57.75548820767358,29.0,35.75402638630997,0.36,0.18,OK,0
1.4659113531968804,1.0659113531968805,67.1655944571191,23.90920905293348,4.502650495638054,1.1250120373961283,66.38916895729274,2.0,External,,,,,,,,,,,,FAILED,1
1.3641108878777353,1.164110887877735,33.71149205490096,39.42694354867204,4.64613466003174,0.0088526846516156,57.22367870640392,1.0,Internal,6348.738596825713,1.4366480321475106,4.607232325873974,10.979591836734693,1412.5375446227495,70.75620195316493,51.67949969292614,28.799999999999997,39.28639357087877,0.18,0.18,OK,0
1.5150140828805778,1.115014082880578,45.78759266923849,12.5646147412331,4.109017472249621,0.0078514428666282,95.88082217287794,1.0,Internal,984.3510969146855,1.2434083860645988,3.7558012888858276,8.122448979591837,999.9999999999968,62.50257560517565,56.28521531407176,47.4,71.81166752853939,0.18,0.18,OK,0
2.948820066059681,1.1488200660596808,57.84279850232299,85.19334370242011,4.227485573075517,3.1614989659359263,34.24316906824245,2.0,External,915.5727949347868,0.13486642776143415,0.18400565495320823,2.3900226757369616,199.52623149688756,54.10055394607592,59.135692037116314,16.2,47.77088507016683,0.36,0.18,OK,0
1.3610945923369833,0.9610945923369832,61.457732023598126,60.51338461330072,2.478421764781076,1.8273404589267304,70.17295767024517,0.5,External,,,,,,,,,,,,FAILED,1
2.7765346180014,0.9765346180014002,35.378086091229626,7.521310996201116,4.677919139888525,0.0014733232411661,59.5443222519326,0.5,Internal,,,,,,,,,,,,FAILED,1
1.4036607251045878,1.003660725104588,35.02224573638012,46.19825279225135,8.672595726602847,0.0062184946714017,56.83117031844168,1.0,Internal,1943.2010310136282,0.4246062532944901,1.195222568839548,5.346938775510204,2511.8864315095707,70.27860102413334,52.275774543202104,28.0,39.30250030292846,0.18,0.18,OK,0
1.3797283348936444,1.1797283348936445,52.133101392593815,96.59674480745934,3.293146630428335,0.8400714632349379,38.02982718990691,0.5,External,335597.42108405946,21.90373957456254,66.0618116823935,21.755102040816325,199.52623149688756,46.5059986674309,61.13769769882155,19.1,26.35281119646861,0.36,0.18,OK,0
1.4569694583596595,1.0569694583596596,47.377415910787725,21.07719148982203,9.019455552374811,0.0063430756695811,82.53150823170117,1.0,Internal,1771.274123427806,1.1393045937928965,3.4678701137405565,8.46938775510204,2818.382931264443,60.772087482732765,55.6988706569247,40.599999999999994,59.15296000940217,0.18,0.18,OK,0
2.7340194982034727,0.9340194982034726,39.14599595993796,29.79248872282713,1.950244416139852,0.0099226167674465,31.972313872621573,1.0,Internal,,,,,,,,,,,,FAILED,1
2.8580408756567808,1.058040875656781,38.79641475666489,39.73514658463645,5.649889606557425,0.0064872590963048,75.1371746867007,2.0,Internal,,,,,,,,,,,,FAILED,1
1.2711932547635134,1.0711932547635137,50.7686619486494,58.98164248833283,2.5937006749578546,4.891512205678645,55.68042241994734,1.0,External,,,,,,,,,,,,FAILED,1
1.513708799032846,1.1137087990328458,31.30510378250012,43.6740165887587,8.816188070911316,0.0052487005121201,56.27864570295576,1.0,Internal,1837.026054760596,0.4204781418106003,1.1836023631220198,5.346938775510204,5011.872336272701,62.44783426814663,51.8802802441408,28.099999999999998,42.53521725282297,0.18,0.18,OK,0
1.5215678494347389,1.1215678494347383,50.33786710143037,50.571515440686845,4.435649304382565,4.489589915781795,96.06035773685385,0.5,External,2521.3567301615476,4.465944309623763,12.173151286215083,6.040816326530612,707.9457843841359,53.38897106492376,51.70311992457205,46.8,71.20937535354578,1.08,0.72,OK,0
2.8740130665894297,1.0740130665894294,57.71096002680806,94.5807681998838,4.559188322369558,2.6659323441081053,58.33065579345316,0.5,External,1283.8690187792292,0.1844954161988518,0.39589931041806486,2.816326530612245,281.83829312644474,59.24463632972972,59.196919867719444,28.4,81.6219710911398,0.18,0.18,OK,0
2.836352367021145,1.0363523670211443,58.04861451295584,22.858467847223213,3.163438315300311,1.2041508661262073,97.685880041134,2.0,External,454.86637370594497,0.41025265226827634,0.971937890010032,3.668934240362812,158.48931924611105,84.3254613185537,61.26337162173471,46.6,132.17402030318536,0.18,0.18,OK,0
1.3191680242692396,1.1191680242692397,33.78418010611553,32.76055080678818,8.014411704729886,0.0061008810746713,30.681611524473343,0.5,Internal,5275.280167319266,0.7702873673309674,2.470259088911767,10.979591836734693,5623.4132519034665,64.93780163416784,48.131962446063916,15.400000000000002,20.315187573746293,0.18,0.18,OK,0
1.2854866463573014,1.0854866463573014,36.863527740646624,35.41031391520542,1.882210965246387,0.0021452633180556,15.549958657666371,0.5,Internal,7412.1598418953035,0.4968191466089716,1.6274746869159213,12.448979591836736,2818.382931264443,60.532552389207645,52.0416252574696,7.91,10.168199372686255,0.18,0.18,OK,0
1.5717385503203904,1.1717385503203903,50.3385870485107,54.59904750690495,2.3409913428013245,0.1064673580232154,37.71493368957388,1.0,External,85540.68202011797,6.681052918574002,29.544115671080824,20.612244897959183,562.3413251903476,45.72401049453301,63.336180383658245,18.9,29.70585860105538,0.18,0.18,OK,0
1.4180344459670908,1.0180344459670907,60.15367649270169,70.78183348922235,3.52074227621829,4.038399243089034,50.6807459188373,1.0,External,,,,,,,,,,,,FAILED,1
2.943120582257695,1.143120582257695,58.20596213662615,72.43108854656833,3.0509885674040373,4.660469257272836,76.34124693077297,1.0,External,983.2023185185802,0.24146154254643382,0.5181400175470067,2.816326530612245,125.8925411794165,80.78517272865642,58.75641326930476,37.3,109.778397718212,0.18,0.18,OK,0
2.966000926995662,1.1660009269956624,37.18219885935194,15.36686700647108,6.214650679779892,0.0081835372235606,80.79517550961117,0.5,Internal,,,,,,,,,,,,FAILED,1
2.9966281217682784,1.1966281217682786,41.87391957631712,8.02386941462209,7.430875313050047,0.0073282468895873,41.94694278875396,1.0,Internal,,,,,,,,,,,,FAILED,1
1.3585484392473808,1.1585484392473808,54.19156963876676,44.6473318402,4.449670161079073,1.1434037833984798,45.1516939833222,0.5,External,,,,,,,,,,,,FAILED,1
1.457957413231342,1.057957413231342,37.68678055917056,38.22762366212259,7.967940023497229,0.0064632578894609,12.04181579642028,2.0,Internal,,,,,,,,,,,,FAILED,1
