L___1260nm_X,L___1260nm_Y,L___1080nm_X,L___1080nm_Y,L___900nm_X,L___900nm_Y,L___720nm_X,L___720nm_Y,L___540nm_X,L___540nm_Y,L___360nm_X,L___360nm_Y,L___180nm_X,L___180nm_Y
2.244,12.78,2.244,14.91,2.245,17.91,2.244,22.47,2.239,30.33,2.216,47.37,2.165,106.8
2.28246893787575,12.4072941632673,2.28262925851703,14.4844178747954,2.28384769539078,17.3809011837401,2.28309018036072,21.821033616233,2.27838076152305,29.4649405304859,2.25570741482966,46.0854384996424,2.20587174348697,104.05789160052
2.3209378757515,12.0456868209176,2.32125851703407,14.0651427154895,2.32269539078156,16.8865119649788,2.32218036072144,21.2042161128201,2.31776152304609,28.6419151538405,2.29541482965932,44.8380605239258,2.24674348697395,101.440636045368
2.35940681362725,11.7089263499425,2.3598877755511,13.6614632385151,2.36154308617234,16.4067446624046,2.36127054108216,20.6185706324475,2.35714228456914,27.8539693128248,2.33512224448898,43.6181972623138,2.28761523046092,98.8810302775653
2.39787575150301,11.3725724235786,2.39851703406814,13.2846962174969,2.40039078156313,15.95702354747,2.40036072144289,20.048046108592,2.39652304609218,27.1106697390482,2.37482965931864,42.4849160328901,2.3284869739479,96.505386830324
2.43634468937876,11.0588644138511,2.43714629258517,12.9126518670726,2.43923847695391,15.5136679330575,2.43945090180361,19.4965508749263,2.43590380761523,26.3800893406477,2.4145370741483,41.3791085721177,2.36935871743487,94.1853629553868
2.47481362725451,10.7585481364922,2.4757755511022,12.5728518461809,2.47808617234469,15.1045769616941,2.47854108216433,18.976599795785,2.47528456913828,25.6802943523226,2.45424448897796,40.3275357507754,2.41023046092184,91.9381783419604
2.51328256513026,10.4725599330994,2.51440480961924,12.230698249047,2.51693386773547,14.6985745507356,2.51763126252505,18.4731639137127,2.51466533066132,25.0132139186797,2.49395190380762,39.301849375853,2.45110220440882,89.7976010033861
2.55175150300601,10.1899597620874,2.55303406813627,11.9094537574454,2.55578156312625,14.3143630925548,2.55672144288577,18.0018069044056,2.55404609218437,24.3789352245325,2.53365931863727,38.3258937049095,2.49197394789579,87.7396832438564
2.59022044088176,9.92658859648764,2.59166332665331,11.6059649903415,2.59462925851703,13.9432175315223,2.59581162324649,17.5349232090642,2.59342685370741,23.7568490931623,2.57336673346693,37.3939814452001,2.53284569138277,85.7269117023945
2.62868937875752,9.6765550825593,2.63029258517034,11.306001323574,2.63347695390782,13.5877237933013,2.63490180360721,17.1010854966048,2.63280761523046,23.1743684162323,2.61307414829659,36.484112184086,2.57371743486974,83.7863068827813
2.66715831663327,9.43284509230936,2.66892184368738,11.0198111625837,2.6723246492986,13.2468242130305,2.67399198396794,16.6728818700875,2.67218837675351,22.6029714987512,2.65278156312625,35.5989423657029,2.61458917835671,81.9374485627137
2.70562725450902,9.19642886559613,2.70755110220441,10.7411891243067,2.71117234468938,12.9253539746867,2.71308216432866,16.2574868502156,2.71156913827655,22.0528424847659,2.69248897795591,34.7640193215933,2.65546092184369,80.1562820779272
2.74409619238477,8.97048282729881,2.74618036072144,10.4791800469364,2.75002004008016,12.6025273014375,2.75217234468938,15.8683286568789,2.7509498997996,21.5343274629816,2.73219639278557,33.9674076023601,2.69633266533066,78.4149519224988
2.78256513026052,8.7482224124456,2.78480961923848,10.2291341471562,2.78886773547094,12.2956878496443,2.7912625250501,15.4944534221667,2.79033066132265,21.0252357845446,2.77190380761523,33.1940179520262,2.73720440881764,76.7378785068593
2.82103406813627,8.54333588668408,2.82343887775551,9.98376483027873,2.82771543086172,12.0077866704543,2.83035270541082,15.1258530689111,2.82971142284569,20.5382575242906,2.81161122244489,32.4381434801817,2.77807615230461,75.1222593088498
2.85950300601202,8.34243435281396,2.86206813627255,9.74711494828339,2.86656312625251,11.7345162999014,2.86944288577154,14.7763271801847,2.86909218436874,20.0678699841019,2.85131863727455,31.7042858047052,2.81894789579158,73.5689240953389
2.89797194388778,8.14630383261543,2.90069739478958,9.52145860909144,2.90541082164329,11.4584733998188,2.90853306613226,14.438362698943,2.90847294589178,19.6055033829832,2.89102605210421,31.0135550601411,2.85981963927856,72.0847507193416
2.93644088176353,7.95959597338564,2.93932665330661,9.30184726900121,2.94425851703407,11.1911361308626,2.94762324649299,14.1066934089954,2.94785370741483,19.1660168904443,2.93073346693387,30.340785833864,2.90069138276553,70.6248974698317
2.97490981963928,7.77878132670157,2.97795591182365,9.09127980132781,2.98310621242485,10.9444498552938,2.98671342685371,13.7917876024162,2.98723446893788,18.7444046598724,2.97044088176353,29.6842623305814,2.9415631262525,69.2074865350323
3.01337875751503,7.60239955867356,3.01658517034068,8.89254835278049,3.02195390781563,10.705290970476,3.02580360721443,13.4859655527285,3.02661523046092,18.3416059317597,3.01014829659319,29.0532921986503,2.98243486973948,67.8536168846243
3.05184769539078,7.43631655301683,3.05521442885772,8.6929750569538,3.06080160320641,10.4687126729833,3.06489378757515,13.1928332695186,3.06599599198397,17.9503940131731,3.04985571142285,28.4429034451216,3.02330661322645,66.5354368751551
3.09031663326653,7.27433724668366,3.09384368737475,8.50152486913274,3.09964929859719,10.2383937491358,3.10398396793587,12.9115858360254,3.10537675350701,17.561884807448,3.08956312625251,27.8504200942007,3.06417835671343,65.2517988224574
3.12878557114228,7.116441947011,3.13247294589178,8.32066388227744,3.13849699398798,10.0183088520703,3.14307414829659,12.6359127869643,3.14475751503006,17.1910452478831,3.12927054108216,27.2778945035358,3.1050501002004,64.0123811960015
3.16725450901804,6.96507917281685,3.17110220440882,8.1438789221847,3.17734468937876,9.80790166747773,3.18216432865731,12.3708425538115,3.18413827655311,16.8379550340192,3.16897795591182,26.7288381113587,3.14592184368737,62.8220860182312
3.20572344689379,6.81780403597277,3.20973146292585,7.97279865733382,3.21619238476954,9.60431077212066,3.22125450901804,12.1161876069637,3.22351903807615,16.4950512090693,3.20868537074148,26.2002181674595,3.18679358717435,61.6657993708867
3.24419238476954,6.67565645100893,3.24836072144289,7.80863111207461,3.25504008016032,9.40589731142462,3.26034468937876,11.8687688068112,3.2628997995992,16.1624483504066,3.24839278557114,25.6884214465548,3.22766533066132,60.5254118406084
3.28266132264529,6.53969266897465,3.28698997995992,7.65052207405857,3.2938877755511,9.2130620677281,3.29943486973948,11.6307921174818,3.30228056112224,15.8396407066794,3.2881002004008,25.1908002454577,3.2685370741483,59.419782980493
3.32113026052104,6.40829103966845,3.32561923847695,7.49547599782267,3.33273547094188,9.02665413467138,3.3385250501002,11.4003361174256,3.34166132264529,15.5259177167643,3.32780761523046,24.7054635673744,3.30940881763527,58.3628793600958
3.35959919839679,6.28011690424362,3.36424849699399,7.34430397697376,3.37158316633267,8.84729218073004,3.37761523046092,11.1726766767766,3.38104208416834,15.2237541053731,3.36751503006012,24.2314900313075,3.35028056112224,57.3415930701002
3.39806813627255,6.15476756284949,3.40287775551102,7.20053001223186,3.41043086172345,8.67492407124399,3.41670541082164,10.9517003240627,3.42042284569138,14.9329781855136,3.40722244488978,23.7696573082177,3.39115230460922,56.3470359339637
3.4365370741483,6.03374518047993,3.44150701402806,7.06180226121066,3.44927855711423,8.50783199873368,3.45579559118237,10.7410033628282,3.45980360721443,14.6488140182052,3.44692985971944,23.3233204550803,3.43202404809619,55.3791625769951
